qa_id,question,answer,context,is_question_valid,is_answer_correct
126427510049048397962506390946725162328,How was he named?,Atlanti,"DeAndre' Pierre' Bembry (born July 4, 1994) is an American professional basketball player who last played for the Milwaukee Bucks of the National Basketball Association (NBA). He played college basketball for Saint Joseph's University. He was named Atlanti",1,2
186716724169099001581863806121423429649,What year did the CBA start again?,,"er CBA ultimately restarted the CBA the following year. Although the league had some innovations such as playing the international three point line and trapezoid lane, and with the intention to offer professional basketball and more reasonable ticket price",1,2
248874330719846279002947991227852977120,What color is the school nickname?,,are maroon and gray and the school nickname is the Tigers. Texas Southern sports teams participate in NCAA Division I-A (I-A for football) in the University Athletic Association (UAA). The Texas Southern University Tiger athletic teams compete in the NCAA ,1,2
83469273001165839575296321397559339364,What NBA team did he coach?,," career. Best known for his time with the Charlotte Hornets, he also played for the Washington Bullets, the Golden State Warriors, and the Toronto Raptors, and later served as head coach of the now-defunct WNBA team Charlotte Sting. Contents 1 Career 1.1 H",1,2
155670359309234847305701181120053604197,What year was the Home Video Trailer for Space Jam released?,1996,play basketballPrimeRebound (2005) - Clip BannedReboundSemi-Pro Movie Trailer - TrailerSemi-ProScooby Doo Meets the Harlem Globetrotters (1972) - Home Video Trailer (e27180)Scooby Doo Meets the Harlem GlobetrottersSpace Jam (1996) - Home Video Trailer for ,1,1
91973550051051454998985944792811225487,What is the official athletics site?,," country, golf, soccer, softball, tennis, track and field, and volleyball. External Links[] Official athletics site Unofficial fan site Unofficial fan forum",1,2
174935152789198022438739243567922038088,How much did the construction cost?,C$160 million,"location 800 Griffiths Way,Vancouver,British Columbia V6B 6G1 opened September 21, 1995 owner Canucks Sports & Entertainment Operator Canucks Sports & Entertainment Construction cost C$160 million Architect Brisbin, Brook and Beynon Former names General Mo",1,1
267386696788671082850707454706965014309,What artist is featured in the gallery below?,Sheryl Swoopes,The following is a gallery featuring Sheryl Swoopes. Gallery[] Sheryl Swoopes.jpg,1,1
179186054396668584275779018629030092419,What is the purpose of this article?,,Henderson State University External Links[] Official athletics site This article related to Basketball is short. PLEASE do expand it!,1,2
224040374586137457232564958142164544679,What is the name of the official athletics site?,,e Mid-South in 2020. External Links[] Official athletics site,1,2
309434697226572372093291105671261399426,When did the New York Knicks play from 1993 to 1996?,,ntents 1 College 2 Professional career 2.1 Dallas Mavericks (1983-1993) 2.2 New York Knicks (1993-1996) 2.3 Return to Dallas (1996-1997) 2.4 Orlando Magic (1997-1998) 2.5 Los Angeles Lakers (1999) 2.6 Retirement 3 Personal life 4 Honors 4.1 Basketball 5 NB,1,1
271144863795463418976316971334604552298,How many games of the regular season did he play?,26,"s the final 26 games of the regular season and the 2004 NBA Playoffs. The injury occurred on February 24, 2004, during a home game versus the Minnesota Timberwolves where he fell on his tail bone after being fouled by Center Mark Madsen. He suffered a cont",1,1
129151337128739755623888602731824439992,What year did Alcorn State join Alabama?,1962,"rent members[] Alabama A&M (joined in 1999) Alabama State (joined in 1982) Alcorn State (joined in 1962) Arkansas-Pine Bluff (joined in 1936, withdrew in 1970, rejoined in 1997) Bethune-Cookman (joined in 2021) Florida A&M (joined in 2021) Grambling State ",1,1
198917947958637937526874842552018303589,How many picks did the NBA draft give the NBA?,,kee Bucks in the second round (overall pick #37). This article related to Basketball is short. PLEASE do expand it!,2,2
336578144888238710521094731361764857944,How was he able to exercise after he overcame his condition?,,"ffering from anemia, meaning that he had fewer red blood cells. This caused Porzingis to feel fatigue, shortness of breath, and inability to exercise. However, he gradually overcame the condition and began seeing improvement in his game. In addition to med",1,2
240598665789651584306606802826636080985,What was Aitor Garcia's career in Sevilla?,," blocks and shooting .481 on three-pointers. This was his final stint in the youth categories of Sevilla. Professional career[] Sevilla (2012-2015)[] 2012-13: Rookie season[] Entering the 2012-13 ACB season, Sevilla had hired Aito Garcia Reneses, who previ",1,2
79830989056322158888745977209641982623,How long did Howard have to be out with a knee injury?,mid-December,"-double, Howard was sidelined with a knee injury until mid-December. Howard attributed this to playing over 90 minutes within 26 hours, which he was no longer used to. His knee injury resurfaced after playing another string of back-to-back games from Decem",1,1
99350619053124893444680558181001900100,What team did Ford sign a contract with?,San Antonio Spurs,", Ford signed a contract with the San Antonio Spurs. His final NBA game was played on March 7, 2012, in a 118-105 win over the New York Knicks, where he played for 5 and half minutes and recorded a single assist. During the game, in the second quarter, For",1,1
261352360923389043423872880275451320624,Who won all of its games en route to the gold medal?,Team USA,"s in Beijing.With Howard starting as center, Team USA won all of its games en route to the gold medal, restarting a streak of gold medals interrupted at the 2004 Olympics. Howard averaged 10.9 points and 5.8 rebounds per game in the tournament. Player Prof",1,1
117605248235265454739200702688589213587,What team did he play for?,Knicks, of the NBA. He won an NBA championship with the Knicks in 1973.,1,1
23318747660720820832749196812690458559,How many points did he average on the season?,17.6,"wford was limited to 59 games (36 starting) due to an ACL injury; but he averaged 17.6 points, 3.2 rebounds, and 4.4 assists on the season. In 2007-08, he was put back in the starting lineup for all 80 games that he played. He averaged 20.6 points, 2.6 reb",1,1
153703769858450759610020330644430757023,What is the name of the person who is a member of the federation?,,.,1,2
165035305769835125906644286576444479292,What was the conference known as?,,"he conference was known as the California Basketball Association. There have been four ties in its history, most recently in 2006-07 between Sean Denison of Santa Clara and Derek Raivio of Gonzaga. There have also been 13 repeat-winners, but only one--Bill",1,1
99756624604804424775017068463908114255,When did Roy have his knees injured?,April,"ason in Portland[] Roy started the first month of the season scoring at his normal rate, but by December it started showing that his knees, which have bothered him since college and were injured in April, were ailing due to lack of cartilage. He missed nin",1,2
305108121384575897150444219581316184406,What year was Porzingis traded to the Dallas Mavericks?,2019,"he 2018-19 season. Dallas Mavericks (2019-2022)[] On 31 January 2019, after a meeting with the Knicks left franchise officials with the impression that Porzingis wanted to be traded, he was traded alongside Trey Burke, Courtney Lee and Tim Hardaway Jr. to ",1,1
230022446550822423745356894520710329876,What team won the overtime game?,New Orleans Pelicans,"nts, 12 rebounds, and five blocks in a 127-123 overtime victory over the New Orleans Pelicans, becoming the first player since Shaquille O'Neal in 2000 to have consecutive 30-point, five-block games. The next day, Porzingis was named the Western Conference",2,2
159439417999106252133128715027347559334,Who is the eldest child and teammate of NBA player LeBron James?,," is the eldest child and teammate of professional basketball player LeBron James, making them the NBA's first active father-son duo. Contents 1 Early life and career 2 High school career 2.1 Freshman season 2.2 Sophomore season 2.3 Junior season 2.4 Senior",1,1
201963913982984649421004296643537732702,In what county is Brookville located?,Nassau County,"The LIU Post Pioneers, historically the C. W. Post Pioneers, represented the C. W. Post Campus of Long Island University, located in the Nassau County, New York community of Brookville, in NCAA Division II sports. The Pioneers were last members of the East",1,1
68867054617920357691076799056461243585,What team did Crawford play for?,Clippers,"sonal life[] Crawford married his long-time girlfriend Tori Lucas on August 23, 2014. Among those to attend his wedding were Clippers teammates Blake Griffin, Matt Barnes, Chris Paul, DeAndre Jordan, and Spencer Hawes; also in attendance were NBA players N",1,1
290430251648630372157911050618762519905,What is the NBA MVP award?,Most Valuable Player Award,"am, Westbrook is a nine-time NBA All-Star and earned the NBA Most Valuable Player Award (MVP) for the 2016-17 season. He is also a nine-time All-NBA Team member; a two-time NBA scoring leader, having led the league in 2014-15 and 2016-17; a three-time NBA ",1,1
71201210784028059460981986840574078042,What is not an extensive list?,BA Draft Note,"BA Draft Note: This is not an extensive list; it only covers the first and second rounds, and any other players picked by the franchise that played at least one game in the league. Roster[]",1,2
